timestamp,datetime,open,high,low,close,volume
1635724800000,2021-11-01T00:00:00.000Z,60550.45,61038.12,60066.49,60646.85,1461.1283
1635728400000,2021-11-01T01:00:00.000Z,61153.69,61482.36,61000.35,61175.39,757.1657
1635732000000,2021-11-01T02:00:00.000Z,60975.88,61276.96,60920.42,61092.08,1310.7604
1635735600000,2021-11-01T03:00:00.000Z,61081.62,61120.57,60703.68,61113.55,522.4886
1635739200000,2021-11-01T04:00:00.000Z,61703.3,62514.76,61529.5,61983.76,728.0337
1635742800000,2021-11-01T05:00:00.000Z,59953.05,60477.45,59273.86,59871.37,1105.3264
1635746400000,2021-11-01T06:00:00.000Z,59586.57,60108.94,59492.44,59828.97,925.0131
1635750000000,2021-11-01T07:00:00.000Z,61253.8,61436.54,60778.28,60963.45,1039.3181
1635753600000,2021-11-01T08:00:00.000Z,61516.14,61749.76,60961.96,61463.74,587.2754
1635757200000,2021-11-01T09:00:00.000Z,61803.86,62342.99,60987.81,61552.52,673.0055
1635760800000,2021-11-01T10:00:00.000Z,62337.78,62589.46,61794.34,62430.01,857.2147
1635764400000,2021-11-01T11:00:00.000Z,63052.95,63294.92,62403.37,62687.92,1028.3998
1635768000000,2021-11-01T12:00:00.000Z,61638.21,62094.08,61135.97,61680.24,814.9434
1635771600000,2021-11-01T13:00:00.000Z,60884.91,61114.01,60082.69,60648.69,812.0612
1635775200000,2021-11-01T14:00:00.000Z,61573.47,61976.37,61198.17,61780.55,875.9248
1635778800000,2021-11-01T15:00:00.000Z,60089.02,60333.09,59384.86,59892.44,1550.3089
1635782400000,2021-11-01T16:00:00.000Z,60252.75,60836.64,59813.67,60448.49,1496.2193
1635786000000,2021-11-01T17:00:00.000Z,60977.77,61860.46,60444.84,61289.2,1505.3013
1635789600000,2021-11-01T18:00:00.000Z,63057.65,63353.68,62932.4,62936.82,996.1072
1635793200000,2021-11-01T19:00:00.000Z,61606.82,62316.13,61201.77,61863.96,1194.4957
1635796800000,2021-11-01T20:00:00.000Z,62378.87,62868.9,61703.17,62013.54,784.0058
1635800400000,2021-11-01T21:00:00.000Z,61235.19,61636.29,60988.34,61270.47,1327.1465
1635804000000,2021-11-01T22:00:00.000Z,63409.34,63780.57,63019.38,63297.24,579.5881
1635807600000,2021-11-01T23:00:00.000Z,62218.96,62811.97,61654.34,62587.2,1246.8901
1635811200000,2021-11-02T00:00:00.000Z,62188.38,62886.18,61859.57,62400.34,706.3023
1635814800000,2021-11-02T01:00:00.000Z,62609.61,62897.98,61921.91,62446.16,937.632
1635818400000,2021-11-02T02:00:00.000Z,61417.49,61857.56,61307.96,61387.01,1008.1387
1635822000000,2021-11-02T03:00:00.000Z,60821.38,60906.72,60359.72,60846.65,572.9905
1635825600000,2021-11-02T04:00:00.000Z,63417.8,64044.61,63107.54,63418.57,653.4405
1635829200000,2021-11-02T05:00:00.000Z,61219.5,61439.88,60965.66,61137.38,1071.243
1635832800000,2021-11-02T06:00:00.000Z,62211.52,62406.48,62046.52,62227.38,1310.9302
1635836400000,2021-11-02T07:00:00.000Z,61912.73,63008.07,61638.29,62451.59,799.2593
1635840000000,2021-11-02T08:00:00.000Z,62634.05,62699.12,62060.02,62386.91,704.4973
1635843600000,2021-11-02T09:00:00.000Z,60633.57,61529.67,60050.06,61112.73,1396.4553
1635847200000,2021-11-02T10:00:00.000Z,61323.23,61558.89,60488.67,60987.94,731.4686
1635850800000,2021-11-02T11:00:00.000Z,63679.3,64064.43,63250.52,63721.82,875.386
1635854400000,2021-11-02T12:00:00.000Z,62206.79,62427.92,61859.87,62045.08,1353.197
1635858000000,2021-11-02T13:00:00.000Z,63015.08,63853.97,62388.96,63298.69,817.4373
1635861600000,2021-11-02T14:00:00.000Z,62568.97,63054.9,62091.62,62638.27,1575.6001
1635865200000,2021-11-02T15:00:00.000Z,61664.09,62393.55,61086.21,62052.41,1811.4142
1635868800000,2021-11-02T16:00:00.000Z,62529.07,63028.02,62381.1,62631.32,687.6712
1635872400000,2021-11-02T17:00:00.000Z,63691.59,64115.52,63406.22,63803.54,621.4444
1635876000000,2021-11-02T18:00:00.000Z,61968.46,62515.05,61091.05,61675.48,1644.932
1635879600000,2021-11-02T19:00:00.000Z,63488.77,64037.75,63375.28,63580.98,1024.245
1635883200000,2021-11-02T20:00:00.000Z,62234.59,62723.12,61726.83,62056.6,1565.1917
1635886800000,2021-11-02T21:00:00.000Z,63241.5,63860.27,62357.69,62815.16,1645.7959
1635890400000,2021-11-02T22:00:00.000Z,62307.78,62693.75,62289.07,62391.17,884.3312
